0.050	9.40792	4.08521e-01
0.100	10.29694	7.33110e-01
0.150	12.50096	8.02792e-01
0.200	13.56831	6.06707e-01
0.250	15.04143	6.18360e-01
0.300	15.93607	6.07214e-01
0.350	17.03317	6.15103e-01
0.400	17.59098	8.00582e-01
0.450	18.51016	9.50967e-01
0.500	19.58403	7.28754e-01
0.550	18.85048	8.64461e-01
0.600	19.17309	7.90942e-01
0.650	19.73118	1.10601e+00
0.700	20.57212	1.53320e+00
0.750	20.29388	6.59390e-01
0.800	20.33195	7.76381e-01
0.850	20.62141	1.10537e+00
0.900	20.84280	7.61823e-01
0.950	20.59444	1.48228e+00
1.000	20.92190	1.06107e+00
1.050	20.63481	8.03954e-01
