0.99246	1.52752e-03
0.98178	7.51226e-03
0.97445	8.20002e-03
0.95809	9.31769e-03
0.94818	1.52120e-02
0.94703	1.23189e-02
0.92266	1.88332e-02
0.91567	2.46130e-02
0.90728	3.03060e-02
0.88583	1.32880e-02
0.87956	3.15405e-02
0.85118	2.31173e-02
0.82683	2.32702e-02
0.82969	2.48356e-02
0.78996	3.48880e-02
0.79095	2.81474e-02
0.78638	2.93248e-02
0.76946	3.18446e-02
0.76782	3.17921e-02
0.74045	3.27133e-02
0.73102	3.33790e-02
0.73345	5.80207e-02
0.71491	3.15784e-02
0.69419	3.08943e-02
0.69784	3.56610e-02
0.65888	5.11141e-02
0.64444	6.10400e-02
0.60480	5.28591e-02
0.63718	3.95457e-02
0.60661	2.59346e-02
0.57561	3.96717e-02
0.51829	4.77248e-02
0.48202	5.63305e-02
0.46234	3.63144e-02
0.43134	7.13030e-02
0.43335	6.16466e-02
0.37226	4.19311e-02
0.36957	6.34204e-02
0.31670	9.96617e-02
0.27533	6.96766e-02
0.22874	7.44765e-02
0.18695	9.60990e-02
0.16452	6.29526e-02
0.18388	1.06244e-01
0.13812	5.39533e-02
0.16567	9.51260e-02
0.14491	6.24482e-02
0.17539	7.77000e-02
0.10317	5.36628e-02
0.15409	8.25047e-02
0.15091	5.12146e-02
0.10348	2.85909e-02
0.09919	6.22621e-02
0.11669	6.38337e-02
0.10364	2.38089e-02
0.09168	5.42162e-02
0.10154	4.60605e-02
0.09331	5.68827e-02
0.09309	3.87691e-02
0.09659	6.34111e-02
0.07371	3.22615e-02
0.12055	6.34677e-02
0.10880	4.06338e-02
0.10275	4.63652e-02
0.08742	5.19212e-02
0.10451	6.16498e-02
0.09994	6.67056e-02
0.11066	4.21255e-02
0.11837	7.35756e-02
0.09330	5.30295e-02
0.08825	4.32680e-02
0.08462	4.48356e-02
0.08634	4.36451e-02
0.09289	3.92061e-02
0.12107	5.68066e-02
0.09121	5.12267e-02
0.06428	2.70742e-02
0.09270	3.60542e-02
0.09433	3.37653e-02
0.08001	5.38291e-02
0.09461	5.90343e-02
0.09182	4.84988e-02
0.09875	6.00649e-02
0.07436	3.55496e-02
0.07170	3.57308e-02
0.08192	2.73967e-02
0.07300	4.66120e-02
0.07844	3.84787e-02
0.07567	2.42442e-02
0.10635	4.78824e-02
0.07925	2.45250e-02
0.07784	3.33114e-02
0.10013	4.41733e-02
0.10706	4.87606e-02
0.09009	4.53843e-02
0.10996	2.48637e-02
0.09397	3.28491e-02
0.09448	3.85635e-02
0.07997	3.65726e-02
