0.050	47.81127	3.19237e+00
0.100	76.97912	1.10342e+01
0.150	152.60102	2.78202e+01
0.200	189.05113	2.68700e+01
0.250	243.68891	2.46696e+01
0.300	268.95032	1.54346e+01
0.350	268.54086	2.30461e+01
0.400	276.66083	2.81901e+01
0.450	290.87923	2.21872e+01
0.500	289.03549	1.79000e+01
0.550	291.66026	2.67266e+01
0.600	312.80734	2.81282e+01
0.650	323.35474	2.60953e+01
0.700	313.15000	2.96032e+01
0.750	327.34165	1.37341e+01
0.800	321.16534	3.37599e+01
0.850	308.78224	2.93362e+01
0.900	334.43737	3.80458e+01
0.950	340.50233	1.90045e+01
1.000	323.55904	2.40702e+01
1.050	326.57114	4.54570e+01
