0.050	1976.97919	7.12617e+01
0.100	3040.26110	4.88494e+02
0.150	5445.36148	5.51342e+02
0.200	6807.75376	4.91836e+02
0.250	8085.68239	3.92759e+02
0.300	8562.34431	7.74719e+02
0.350	8810.21864	3.55276e+02
0.400	8991.08582	4.46802e+02
0.450	9114.85260	4.90307e+02
0.500	9185.41517	5.09296e+02
0.550	9831.15586	4.49896e+02
0.600	9820.01199	8.25527e+02
0.650	10017.21711	2.87305e+02
0.700	10049.15278	6.09240e+02
0.750	9999.75795	7.13388e+02
0.800	10176.86491	6.10199e+02
0.850	10371.99863	4.19596e+02
0.900	10383.35348	6.16612e+02
0.950	10342.76809	5.46487e+02
1.000	10489.42930	4.60559e+02
1.050	10481.08734	4.21400e+02
