0.050	52.77531	5.92809e+00
0.100	100.88997	1.23659e+01
0.150	167.65613	2.15134e+01
0.200	204.76499	1.49168e+01
0.250	234.27059	3.05641e+01
0.300	244.71024	2.79881e+01
0.350	261.07352	1.97536e+01
0.400	277.99608	2.34566e+01
0.450	276.36098	1.90495e+01
0.500	289.68373	3.70230e+01
0.550	290.55707	2.98750e+01
0.600	299.99057	2.78830e+01
0.650	309.71389	2.06020e+01
0.700	291.08999	1.99189e+01
0.750	310.82305	2.82566e+01
0.800	313.61916	2.30836e+01
0.850	316.73433	2.13509e+01
0.900	303.69832	2.07628e+01
0.950	301.41739	2.17509e+01
1.000	324.56582	4.24028e+01
1.050	297.32696	2.98898e+01
