0.050	2160.94470	1.30833e+02
0.100	4188.91158	3.33069e+02
0.150	6726.83156	3.39967e+02
0.200	8026.51419	4.42785e+02
0.250	9006.39329	3.98169e+02
0.300	9377.96873	3.19314e+02
0.350	9706.57512	2.76134e+02
0.400	9953.20137	3.05032e+02
0.450	10196.39069	3.61969e+02
0.500	10343.51550	4.62702e+02
0.550	10387.11505	3.25012e+02
0.600	10552.78239	4.35987e+02
0.650	10772.89616	4.28345e+02
0.700	10920.34256	3.19257e+02
0.750	11146.82679	4.17241e+02
0.800	11228.99381	4.97267e+02
0.850	10860.86370	4.18351e+02
0.900	11144.19263	4.08678e+02
0.950	11133.67767	4.96420e+02
1.000	11210.70008	3.41271e+02
1.050	11199.34696	4.31112e+02
