0.99252	6.92708e-04
0.99233	7.80594e-04
0.99214	8.72328e-04
0.99196	9.65633e-04
0.99178	1.05949e-03
0.99161	1.15362e-03
0.99145	1.24814e-03
0.99129	1.34340e-03
0.99113	1.43986e-03
0.99097	1.53799e-03
0.99081	1.63828e-03
0.99060	1.67860e-03
0.99040	1.72539e-03
0.99019	1.77872e-03
0.98999	1.83838e-03
0.98978	1.90407e-03
0.98956	1.97546e-03
0.98935	2.05224e-03
0.98913	2.13410e-03
0.98890	2.22075e-03
0.98868	2.31188e-03
0.98844	2.40721e-03
0.98821	2.50645e-03
0.98796	2.60931e-03
0.98768	2.67310e-03
0.98739	2.74100e-03
0.98710	2.81269e-03
0.98680	2.88769e-03
0.98650	2.96545e-03
0.98619	3.04545e-03
0.98588	3.12718e-03
0.98557	3.21017e-03
0.98525	3.29397e-03
0.98493	3.37818e-03
0.98460	3.46241e-03
0.98427	3.54630e-03
0.98394	3.62951e-03
0.98361	3.71173e-03
0.98327	3.79267e-03
0.98293	3.87203e-03
0.98259	3.94955e-03
0.98225	4.02499e-03
0.98190	4.09811e-03
0.98156	4.16870e-03
0.98122	4.23654e-03
0.98088	4.30145e-03
0.98053	4.36326e-03
0.98019	4.42181e-03
0.97986	4.47696e-03
0.97952	4.52857e-03
0.97919	4.57654e-03
0.97886	4.62076e-03
0.97853	4.66117e-03
0.97821	4.69769e-03
0.97790	4.73029e-03
0.97759	4.75894e-03
0.97728	4.78364e-03
0.97698	4.80439e-03
0.97669	4.82123e-03
0.97640	4.83422e-03
0.97612	4.84343e-03
0.97585	4.84895e-03
0.97559	4.85091e-03
0.97533	4.84945e-03
0.97508	4.84474e-03
0.97484	4.83696e-03
0.97462	4.82632e-03
0.97440	4.81308e-03
0.97505	4.90720e-03
0.97577	6.39827e-03
0.97566	6.63661e-03
0.97550	6.76474e-03
0.97533	6.85602e-03
0.97517	6.92645e-03
0.97501	6.98257e-03
0.97482	7.05376e-03
0.97465	7.11398e-03
