0.050	9.68973	4.03245e-01
0.100	10.98162	5.56636e-01
0.150	15.76055	1.64204e+00
0.200	20.96101	2.51224e+00
0.250	23.78175	1.52076e+00
0.300	25.47887	1.48526e+00
0.350	28.32095	1.00387e+00
0.400	27.05213	1.15408e+00
0.450	29.65230	1.02661e+00
0.500	30.17047	1.37367e+00
0.550	31.54501	1.01523e+00
0.600	31.39664	1.12000e+00
0.650	31.80317	1.46902e+00
0.700	32.22326	9.14958e-01
0.750	33.10614	8.34790e-01
0.800	32.98002	9.77105e-01
0.850	33.93084	7.16100e-01
0.900	33.32104	1.32244e+00
0.950	33.93845	7.75361e-01
1.000	33.94101	6.87023e-01
1.050	33.95105	6.86207e-01
