0.050	9.36345	3.45882e-01
0.100	11.55912	7.42798e-01
0.150	14.05645	1.00047e+00
0.200	16.41992	1.11692e+00
0.250	19.08585	1.13164e+00
0.300	21.60588	1.45836e+00
0.350	21.84449	1.42151e+00
0.400	24.00763	1.73665e+00
0.450	24.86914	1.16846e+00
0.500	25.46885	1.34895e+00
0.550	26.97155	1.52654e+00
0.600	27.59434	1.03495e+00
0.650	27.76676	1.16263e+00
0.700	28.62156	1.27179e+00
0.750	29.85377	1.19437e+00
0.800	29.36997	1.20208e+00
0.850	29.81508	1.03762e+00
0.900	30.77274	1.09426e+00
0.950	30.21180	9.17232e-01
1.000	30.84164	1.18230e+00
1.050	30.77724	1.34678e+00
