0.47863	1.21564e-01
0.40452	8.71429e-02
0.35260	6.70807e-02
0.31121	1.10651e-01
0.21495	6.36684e-02
0.22871	1.01385e-01
0.19787	8.52764e-02
0.19310	8.23737e-02
0.21025	8.70889e-02
0.21877	9.26412e-02
0.20148	5.88397e-02
0.14970	7.46921e-02
0.18586	9.84540e-02
0.17437	8.36407e-02
0.17725	7.56877e-02
0.15226	7.41722e-02
0.14718	8.11226e-02
0.18869	8.90947e-02
0.13582	7.01993e-02
0.11575	5.92898e-02
0.13767	8.26821e-02
0.11894	4.72130e-02
0.10157	6.86722e-02
0.19404	9.15983e-02
0.11956	4.62220e-02
0.13274	5.04845e-02
0.10738	6.03757e-02
0.11711	4.17834e-02
0.09771	3.68078e-02
0.11185	3.85076e-02
0.09977	4.54646e-02
0.12696	5.53442e-02
0.10763	5.87804e-02
0.10514	4.18279e-02
0.07269	2.97877e-02
0.12444	5.06910e-02
0.10174	6.57857e-02
0.09803	5.07400e-02
0.10735	7.82608e-02
0.09004	4.30022e-02
0.09640	5.24606e-02
0.08888	4.52682e-02
0.12339	5.10871e-02
0.06368	2.84895e-02
0.10166	7.12355e-02
0.08330	4.50255e-02
0.07477	3.86307e-02
0.09716	4.07905e-02
0.08123	5.75837e-02
0.09080	5.16855e-02
0.09235	5.26952e-02
0.07926	4.43011e-02
0.08055	3.48067e-02
0.08489	4.81861e-02
0.07488	4.37389e-02
0.09585	4.38468e-02
0.08261	4.55645e-02
0.08088	3.93496e-02
0.10230	3.30787e-02
0.08601	3.54506e-02
0.07848	3.02842e-02
0.09022	4.38844e-02
0.08898	4.29265e-02
0.08987	5.96609e-02
0.09825	4.97530e-02
0.10749	4.79929e-02
0.09614	3.37715e-02
0.09731	4.61936e-02
0.10923	4.74045e-02
0.09109	3.19548e-02
0.07951	5.28353e-02
0.07400	4.23718e-02
0.08891	3.42700e-02
0.06792	3.08097e-02
0.09295	2.87831e-02
0.06984	4.56244e-02
0.09368	6.04296e-02
0.07368	3.65112e-02
0.06395	3.28215e-02
0.09859	5.91678e-02
0.07338	3.24250e-02
0.08594	3.45460e-02
0.08427	2.85015e-02
0.07193	3.12590e-02
0.10303	4.86721e-02
0.10254	3.69584e-02
0.11187	5.90390e-02
0.09790	5.66588e-02
0.08962	2.66408e-02
0.06466	2.34173e-02
0.07902	3.89810e-02
0.09568	5.62228e-02
0.07451	3.41649e-02
0.07577	3.65900e-02
0.07957	4.88695e-02
0.08095	4.34754e-02
0.10094	6.88667e-02
0.06366	3.58234e-02
0.08185	2.10826e-02
