0.050	1953.44974	8.92088e+01
0.100	2900.88179	3.25942e+02
0.150	5308.38770	4.11523e+02
0.200	6603.14279	5.50314e+02
0.250	7801.42811	6.00519e+02
0.300	8267.73283	6.25855e+02
0.350	8501.01061	4.21371e+02
0.400	8699.23975	2.56804e+02
0.450	8493.08103	4.48087e+02
0.500	8687.16682	4.23643e+02
0.550	8598.78643	5.78486e+02
0.600	8970.51372	4.93151e+02
0.650	9056.81696	4.02489e+02
0.700	8924.10716	4.58133e+02
0.750	9355.88380	2.97390e+02
0.800	9047.39300	5.19180e+02
0.850	9398.07857	5.00191e+02
0.900	9127.85750	4.36262e+02
0.950	9378.65399	5.44348e+02
1.000	9677.15498	6.66773e+02
1.050	9325.19675	4.08203e+02
