0.050	916.75399	3.53260e+01
0.100	1043.36734	5.34760e+01
0.150	1190.97851	6.42650e+01
0.200	1336.29426	7.28957e+01
0.250	1430.60221	9.07427e+01
0.300	1493.53222	7.47950e+01
0.350	1525.40727	3.67543e+01
0.400	1626.89083	8.48852e+01
0.450	1618.38766	7.50261e+01
0.500	1667.84046	1.06189e+02
0.550	1655.30721	9.35015e+01
0.600	1667.04775	7.73254e+01
0.650	1758.54021	1.25548e+02
0.700	1687.13325	8.82267e+01
0.750	1730.64789	8.47314e+01
0.800	1733.66950	9.68953e+01
0.850	1779.91224	5.91980e+01
0.900	1794.31659	8.95522e+01
0.950	1752.95004	9.31080e+01
1.000	1755.85999	1.04631e+02
1.050	1759.38459	6.94551e+01
