0.050	9.49889	4.12271e-01
0.100	11.72903	9.90408e-01
0.150	15.67554	1.09373e+00
0.200	19.56875	1.26881e+00
0.250	22.94472	1.08081e+00
0.300	24.74080	1.35752e+00
0.350	25.56542	1.91215e+00
0.400	27.46439	1.65885e+00
0.450	27.99375	9.18400e-01
0.500	28.60774	9.19335e-01
0.550	29.03403	1.10348e+00
0.600	28.85651	1.21778e+00
0.650	29.73120	8.52523e-01
0.700	30.63438	9.97600e-01
0.750	29.92161	1.10615e+00
0.800	31.02038	7.65752e-01
0.850	31.29709	6.91296e-01
0.900	31.20883	9.17582e-01
0.950	31.30680	6.89348e-01
1.000	31.65689	9.39195e-01
1.050	31.80283	8.67974e-01
