0.050	48.33172	4.42433e+00
0.100	101.58493	1.87956e+01
0.150	149.16840	1.80193e+01
0.200	201.86516	2.21750e+01
0.250	219.76685	2.37346e+01
0.300	248.55498	2.48062e+01
0.350	263.74874	2.78552e+01
0.400	261.93690	2.48225e+01
0.450	269.24606	2.94594e+01
0.500	272.07929	3.03820e+01
0.550	291.13018	1.55374e+01
0.600	298.55476	1.96074e+01
0.650	291.54255	2.15999e+01
0.700	305.70914	2.11104e+01
0.750	302.68312	2.17556e+01
0.800	319.17528	1.61803e+01
0.850	297.29800	2.56090e+01
0.900	295.78906	2.07052e+01
0.950	302.26227	1.76377e+01
1.000	318.86597	1.45481e+01
1.050	304.78815	1.93092e+01
