0.050	926.50894	3.74890e+01
0.100	1010.06241	4.60570e+01
0.150	1110.63946	7.61646e+01
0.200	1324.97561	5.81333e+01
0.250	1404.73161	9.42734e+01
0.300	1463.90218	7.64012e+01
0.350	1542.55669	5.91118e+01
0.400	1610.17934	7.67453e+01
0.450	1662.47817	7.66704e+01
0.500	1632.68172	9.06805e+01
0.550	1638.83630	9.12274e+01
0.600	1674.76026	8.75539e+01
0.650	1745.61194	7.02790e+01
0.700	1729.73882	1.18395e+02
0.750	1737.07073	9.36290e+01
0.800	1746.97338	1.21338e+02
0.850	1766.33738	8.47497e+01
0.900	1718.26544	1.08213e+02
0.950	1718.23972	7.67539e+01
1.000	1737.89619	1.02421e+02
1.050	1796.83530	9.56740e+01
