0.050	945.24128	4.39797e+01
0.100	1100.99125	4.65498e+01
0.150	1611.79458	2.06379e+02
0.200	1894.68530	1.38108e+02
0.250	2176.90496	1.81363e+02
0.300	2257.07103	1.71573e+02
0.350	2358.31841	1.80540e+02
0.400	2411.14397	1.42998e+02
0.450	2448.94629	1.37848e+02
0.500	2515.07999	1.33149e+02
0.550	2531.70840	1.54744e+02
0.600	2554.70109	1.69823e+02
0.650	2686.42957	1.58609e+02
0.700	2726.51152	1.29083e+02
0.750	2666.20826	1.61454e+02
0.800	2758.04614	1.68712e+02
0.850	2824.59216	1.91698e+02
0.900	2734.33046	1.66684e+02
0.950	2888.40460	1.78765e+02
1.000	2809.19949	2.37256e+02
1.050	2726.38371	2.44586e+02
