0.050	46.15418	4.58251e+00
0.100	69.45958	9.36822e+00
0.150	145.37496	1.66943e+01
0.200	213.43537	2.56210e+01
0.250	230.67373	2.05226e+01
0.300	265.64661	2.12929e+01
0.350	297.31692	3.62724e+01
0.400	288.71769	1.80787e+01
0.450	295.18515	2.72146e+01
0.500	299.16513	1.84537e+01
0.550	310.88908	2.28507e+01
0.600	321.21692	2.27579e+01
0.650	311.85236	3.05054e+01
0.700	303.34440	3.38061e+01
0.750	312.72767	2.64674e+01
0.800	315.48652	2.50278e+01
0.850	311.80276	1.75355e+01
0.900	325.40813	3.65984e+01
0.950	326.56979	3.86797e+01
1.000	323.71184	2.39303e+01
1.050	312.58453	1.39467e+01
