0.050	2360.64742	1.23145e+02
0.100	4366.57509	5.63153e+02
0.150	6716.98962	6.86610e+02
0.200	7842.59193	4.12247e+02
0.250	8882.91536	2.42072e+02
0.300	9653.78469	3.70248e+02
0.350	9699.51364	3.82043e+02
0.400	10045.04259	3.42152e+02
0.450	10376.01010	4.33178e+02
0.500	10391.98131	3.56934e+02
0.550	10546.88185	3.32396e+02
0.600	10606.17400	3.27998e+02
0.650	11087.64876	2.30993e+02
0.700	10498.41417	3.39777e+02
0.750	10762.98994	2.97886e+02
0.800	10815.96679	5.46121e+02
0.850	11043.70447	3.28453e+02
0.900	10858.32874	3.59906e+02
0.950	11012.30653	3.39319e+02
1.000	10877.92414	5.34567e+02
1.050	10945.23773	7.16439e+02
