0.050	948.07475	2.96432e+01
0.100	1079.68967	4.15383e+01
0.150	1473.76042	1.47006e+02
0.200	1858.19582	1.02109e+02
0.250	2167.38075	1.36519e+02
0.300	2171.42563	1.85861e+02
0.350	2258.75619	1.03146e+02
0.400	2378.71114	1.23196e+02
0.450	2351.30781	1.81099e+02
0.500	2399.68110	1.40023e+02
0.550	2467.44553	1.46790e+02
0.600	2571.31452	1.82528e+02
0.650	2532.86785	1.54741e+02
0.700	2604.52189	1.42067e+02
0.750	2615.16880	1.93023e+02
0.800	2673.83005	1.52362e+02
0.850	2669.38726	2.22405e+02
0.900	2653.94221	2.08781e+02
0.950	2849.86914	2.07253e+02
1.000	2617.77618	2.07522e+02
1.050	2691.40029	1.57208e+02
