0.050	9.63950	4.44746e-01
0.100	10.79656	6.91014e-01
0.150	12.54831	1.16198e+00
0.200	15.80773	1.58128e+00
0.250	17.57421	8.68998e-01
0.300	19.45794	8.00672e-01
0.350	21.19283	1.34658e+00
0.400	21.53983	1.20476e+00
0.450	22.73101	1.75498e+00
0.500	24.68471	1.22220e+00
0.550	23.71480	1.00598e+00
0.600	25.44755	8.25696e-01
0.650	25.56244	9.15662e-01
0.700	26.14673	8.77574e-01
0.750	26.16476	1.05277e+00
0.800	26.49817	1.04094e+00
0.850	26.35328	8.58683e-01
0.900	27.31221	7.96234e-01
0.950	27.87610	1.13567e+00
1.000	28.16786	8.13928e-01
1.050	27.97433	8.47898e-01
