0.0106	0.0106	0.0106	0.0106	0.0017	0.0125	0.0106	0.0200	0.0125	0.0011	0.0011	0.0011	0.0025	0.0025	0.0006	0.0100	0.0025	0.0025	0.0006	0.0006	0.0006	
0.0197	0.0198	0.0197	0.0197	0.0030	0.0234	0.0199	0.0375	0.0234	0.0021	0.0021	0.0021	0.0047	0.0047	0.0011	0.0188	0.0047	0.0047	0.0011	0.0011	0.0011	
0.0276	0.0276	0.0275	0.0276	0.0040	0.0330	0.0280	0.0528	0.0330	0.0029	0.0029	0.0029	0.0065	0.0065	0.0015	0.0265	0.0065	0.0065	0.0015	0.0015	0.0015	
0.0343	0.0343	0.0341	0.0343	0.0046	0.0413	0.0351	0.0662	0.0413	0.0037	0.0037	0.0037	0.0081	0.0081	0.0018	0.0334	0.0081	0.0081	0.0018	0.0018	0.0018	
0.0401	0.0401	0.0398	0.0401	0.0051	0.0486	0.0413	0.0779	0.0486	0.0043	0.0043	0.0043	0.0094	0.0094	0.0020	0.0394	0.0094	0.0094	0.0020	0.0020	0.0020	
0.0450	0.0451	0.0446	0.0450	0.0053	0.0550	0.0467	0.0882	0.0550	0.0049	0.0049	0.0049	0.0106	0.0106	0.0022	0.0446	0.0106	0.0106	0.0022	0.0022	0.0022	
0.0493	0.0494	0.0487	0.0493	0.0055	0.0605	0.0515	0.0971	0.0605	0.0054	0.0054	0.0054	0.0116	0.0116	0.0023	0.0493	0.0116	0.0116	0.0023	0.0023	0.0023	
0.0529	0.0531	0.0523	0.0529	0.0055	0.0654	0.0556	0.1050	0.0654	0.0058	0.0058	0.0058	0.0125	0.0125	0.0024	0.0534	0.0125	0.0125	0.0024	0.0024	0.0024	
0.0560	0.0562	0.0553	0.0560	0.0054	0.0697	0.0593	0.1119	0.0697	0.0062	0.0062	0.0062	0.0132	0.0132	0.0024	0.0570	0.0132	0.0132	0.0024	0.0024	0.0024	
0.0587	0.0589	0.0578	0.0587	0.0053	0.0734	0.0625	0.1179	0.0734	0.0065	0.0065	0.0065	0.0139	0.0139	0.0025	0.0602	0.0139	0.0139	0.0025	0.0025	0.0025	
0.0610	0.0613	0.0600	0.0610	0.0051	0.0767	0.0652	0.1231	0.0767	0.0068	0.0068	0.0068	0.0144	0.0144	0.0025	0.0630	0.0144	0.0144	0.0025	0.0025	0.0025	
