0.050	9.39811	4.24298e-01
0.100	11.43897	3.58280e-01
0.150	15.30950	1.35619e+00
0.200	20.67067	1.51687e+00
0.250	23.36436	1.84134e+00
0.300	24.93347	1.75067e+00
0.350	27.07481	1.25288e+00
0.400	27.66759	1.18443e+00
0.450	29.21050	8.88451e-01
0.500	29.52143	1.16799e+00
0.550	30.79793	1.25501e+00
0.600	31.16425	5.75479e-01
0.650	31.45637	8.51986e-01
0.700	31.43981	1.00866e+00
0.750	31.90314	8.08572e-01
0.800	31.98300	1.13247e+00
0.850	32.96661	8.91410e-01
0.900	32.96034	9.59621e-01
0.950	33.29857	7.26419e-01
1.000	32.87049	5.67744e-01
1.050	33.98041	9.56973e-01
